Meta:worker_code,about_how_many_kilometers_miles_did_you_drive_in_the_last_12_months,at_which_age_did_you_obtain_your_first_license_for_driving_a_car_or_motorcycle,have_you_read_and_understood_the_above_instructions,how_many_accidents_were_you_involved_in_when_driving_a_car_in_the_last_3_years_please_include_all_accidents_regardless_of_how_they_were_caused_how_slight_they_were_or_where_they_happened,how_often_do_you_do_the_following_becoming_angered_by_a_particular_type_of_driver_and_indicate_your_hostility_by_whatever_means_you_can,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_motorway,how_often_do_you_do_the_following_disregarding_the_speed_limit_on_a_residential_road,how_often_do_you_do_the_following_driving_so_close_to_the_car_in_front_that_it_would_be_difficult_to_stop_in_an_emergency,how_often_do_you_do_the_following_racing_away_from_traffic_lights_with_the_intention_of_beating_the_driver_next_to_you,how_often_do_you_do_the_following_sounding_your_horn_to_indicate_your_annoyance_with_another_road_user,how_often_do_you_do_the_following_using_a_mobile_phone_without_a_hands_free_kit,if_you_answered_other_in_the_previous_question_please_describe_the_place_where_you_are_located_now_below,if_you_answered_other_in_the_previous_question_please_describe_your_input_device_below,in_which_type_of_place_are_you_located_now,in_which_year_do_you_think_that_most_cars_will_be_able_to_drive_fully_automatically_in_your_country_of_residence,on_average_how_often_did_you_drive_a_vehicle_in_the_last_12_months,please_provide_any_suggestions_that_could_help_engineers_to_build_safe_and_enjoyable_automated_cars,what_is_your_age,what_is_your_gender,what_is_your_primary_mode_of_transportation,which_input_device_are_you_using_now,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209
U71606176081964DF14069B,20001__25000_km_12428__15534_mi,,no,2,4_to_6_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,7_to_9_times_per_month,4_to_6_times_per_month,4_to_6_times_per_month,4_to_6_times_per_month,,,outdoor_dimlight,ford,1_to_3_days_a_week,,33,male,motorcycle,tablet_keyboard,,,,17.0,,,47.0,31.0,,6.0,7.0,28.0,,27.0,,,,16.0,,16.0,81.0,,8.0,,12.0,30.0,13.0,14.0,18.0,,,11.0,22.0,,,11.0,,11.0,,12.0,,,11.0,5.0,,,,2.0,29.0,,47.0,30.0,19.0,,,20.0,,0.0,,,,,64.0,,,,26.0,,9.0,8.0,0.0,,26.0,,26.0,,8.0,0.0,14.0,,,,,15.0,64.0,,8.0,31.0,45.0,,10.0,,26.0,62.0,,20.0,52.0,15.0,13.0,16.0,0.0,8.0,41.0,0.0,,5.0,,,63.0,,,,38.0,,,15.0,,,,12.0,12.0,10.0,,,,,,,,,,,,2.0,15.0,9.0,,,,,,23.0,34.0,,,3.0,12.0,15.0,,3.0,,0.0,17.0,47.0,15.0,,,20.0,,26.0,,,,0.0,15.0,0.0,,,,20.0,,11.0,1.0,,,,,,,70.0,,28.0,,,19.0,,,,,13.0,33.0,57.0,,29.0,,,28.0,5.0,29.0,22.0,,,,,29.0,,11.0,27.0,24.0,
U71606175138014DF75899B,0_km__mi,,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2030,never,,18,male,public_transportation,desktop_keyboard,,,45.0,46.0,,,,,64.0,45.0,,,,29.0,40.0,41.0,47.0,,,54.0,53.0,,54.0,,,44.0,36.0,,53.0,41.0,,,48.0,49.0,,53.0,,,,54.0,,45.0,52.0,40.0,,,,,,,45.0,,,,,41.0,53.0,,46.0,,,40.0,,,,,55.0,46.0,,,,,,,45.0,,46.0,,38.0,,44.0,46.0,,,54.0,46.0,,,,,44.0,,,,,53.0,51.0,,46.0,,46.0,48.0,37.0,,,,40.0,,,45.0,,,,41.0,45.0,53.0,,,,36.0,45.0,35.0,,43.0,,46.0,41.0,46.0,38.0,53.0,,43.0,55.0,49.0,,,44.0,,33.0,,,,,,46.0,56.0,53.0,,46.0,41.0,,,,34.0,44.0,,42.0,43.0,42.0,,,,44.0,,,43.0,,38.0,53.0,,,52.0,,45.0,43.0,,45.0,,,47.0,,42.0,,,40.0,,46.0,,,,46.0,47.0,45.0,55.0,,46.0,47.0,42.0,,53.0,,44.0,,,42.0,45.0,48.0,,,45.0
U71606176329828DF70159B,35001__50000_km_21749__31069_mi,20.0,yes,0,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2202,every_day,i donee,29,male,private_vehicle,laptop_keyboard,26.0,66.0,,26.0,,38.0,36.0,,,,,,63.0,,,,,33.0,32.0,,68.0,,64.0,,,,31.0,60.0,,,,,62.0,58.0,,,,,55.0,40.0,55.0,25.0,,,,,31.0,30.0,24.0,,,,29.0,56.0,,56.0,33.0,,28.0,,26.0,,71.0,29.0,,,36.0,,,,,,,,,27.0,,,,28.0,32.0,,,39.0,,,27.0,29.0,,,37.0,56.0,61.0,78.0,34.0,60.0,,,,63.0,33.0,,62.0,32.0,31.0,38.0,24.0,32.0,,57.0,,,71.0,30.0,,38.0,,61.0,,62.0,37.0,30.0,,,,61.0,,25.0,,35.0,64.0,,59.0,,38.0,,,,,60.0,56.0,,27.0,36.0,34.0,,,,71.0,33.0,34.0,,61.0,58.0,30.0,,27.0,,41.0,,25.0,,74.0,34.0,33.0,,38.0,66.0,,,32.0,,,,,29.0,57.0,38.0,16.0,,,,,37.0,,67.0,34.0,63.0,,59.0,,62.0,31.0,,,,61.0,,,38.0,27.0,,,29.0,,,,,20.0,
U71606175792394DF87009B,25001__35000_km_15535__21748_mi,18.0,yes,1,4_to_6_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_dimlight,2025,every_day,Better Desing,23,male,private_vehicle,laptop_keyboard,,0.0,,40.0,21.0,,31.0,,,,0.0,,,,,0.0,,,,70.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,,,,,0.0,,29.0,,0.0,0.0,,0.0,0.0,0.0,,80.0,,,,,0.0,0.0,26.0,,,0.0,,55.0,60.0,58.0,,,,,0.0,,,19.0,,,,,0.0,,,0.0,0.0,0.0,0.0,19.0,31.0,,0.0,,,0.0,,,,,,0.0,56.0,60.0,,0.0,,,,,0.0,,0.0,0.0,73.0,0.0,0.0,52.0,62.0,,,,0.0,,,0.0,,30.0,,,0.0,0.0,0.0,,0.0,0.0,20.0,,,,,,,,33.0,20.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,27.0,,,40.0,,0.0,,0.0,,0.0,,30.0,0.0,0.0,69.0,,0.0,69.0,31.0,0.0,,20.0,,59.0,,,,,,,0.0,,,,,,,0.0,19.0,,,0.0,0.0,19.0,0.0,20.0,20.0,0.0,0.0,,,80.0,20.0,,0.0,0.0,0.0,0.0,
U71606175172613DF7469B,15001__20000_km_9322__12427_mi,24.0,yes,1,4_to_6_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,7_to_9_times_per_month,0_times_per_month,,,indoor_brightlight,2030,1_to_3_days_a_week,,38,female,private_vehicle,laptop_keyboard,,8.0,,,,1.0,2.0,,40.0,1.0,,,,,29.0,,2.0,,29.0,,,,7.0,,,,,,,1.0,,,21.0,2.0,9.0,,,,,29.0,20.0,9.0,0.0,,,,,,,12.0,11.0,20.0,9.0,5.0,8.0,19.0,,,,11.0,,,24.0,,,,,,,,,16.0,4.0,8.0,,,,3.0,4.0,1.0,,3.0,1.0,,,,30.0,,27.0,,7.0,25.0,8.0,2.0,,3.0,,20.0,4.0,,,,40.0,,7.0,40.0,0.0,20.0,,,,8.0,,,,,,16.0,11.0,19.0,6.0,,5.0,,,5.0,0.0,,,,8.0,,,,,11.0,3.0,15.0,,,,12.0,,5.0,12.0,0.0,,,38.0,4.0,9.0,2.0,20.0,,,28.0,9.0,6.0,,,,9.0,,19.0,1.0,,,5.0,,,,19.0,,,3.0,,,,,11.0,4.0,0.0,19.0,0.0,1.0,,,,,9.0,7.0,,,,,,3.0,39.0,,,,9.0,,1.0,,,,13.0,12.0,5.0
U71606176443442DF80789B,15001__20000_km_9322__12427_mi,21.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,20,4_to_6_days_a_week,unos buenos frenos,35,female,private_vehicle,desktop_keyboard,,,,100.0,0.0,100.0,100.0,,0.0,,2.0,100.0,,,,0.0,0.0,98.0,0.0,100.0,,,100.0,,,0.0,,,0.0,0.0,,100.0,,0.0,,,,,0.0,,99.0,,0.0,0.0,,100.0,,,0.0,,,,100.0,0.0,100.0,,100.0,,,,,,100.0,,,,,,,,,,,100.0,,,,,,,,,100.0,,,0.0,,0.0,,,,,,,,99.0,,100.0,,,0.0,0.0,100.0,,0.0,0.0,,0.0,100.0,100.0,,100.0,,100.0,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,100.0,0.0,,100.0,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,,100.0,,0.0,100.0,,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,,,0.0,,,,100.0,,0.0,0.0,0.0,100.0,,100.0,,,0.0,90.0,,,0.0,100.0,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,
U71606176027175DF52949B,1__1000_km_1__621_mi,18.0,yes,0,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,,,indoor_dimlight,2035,once_a_month_to_once_a_week,,38,male,public_transportation,desktop_keyboard,,44.0,,,66.0,37.0,,,,24.0,,,,,41.0,,36.0,36.0,54.0,,59.0,,24.0,,23.0,26.0,38.0,,,,,,53.0,,46.0,,,45.0,,,36.0,39.0,,8.0,,,38.0,28.0,,,,,54.0,46.0,,29.0,,7.0,,,,,,,,7.0,59.0,35.0,,54.0,51.0,,39.0,36.0,62.0,,8.0,47.0,,,52.0,,41.0,,,15.0,62.0,45.0,,25.0,,60.0,,,45.0,,39.0,55.0,32.0,42.0,,32.0,57.0,,,,,21.0,50.0,59.0,,,80.0,,52.0,32.0,,43.0,,19.0,47.0,,46.0,,,,2.0,39.0,35.0,2.0,40.0,,6.0,,23.0,,,53.0,,,,,,,35.0,,,,,40.0,56.0,35.0,65.0,53.0,43.0,,47.0,,,31.0,10.0,,,58.0,,,37.0,,58.0,,,,33.0,37.0,57.0,28.0,,,,33.0,58.0,28.0,,3.0,37.0,,48.0,20.0,32.0,70.0,,55.0,,,69.0,50.0,,27.0,,,45.0,,,52.0,,,46.0,,,
U71606176856730DF22449B,35001__50000_km_21749__31069_mi,,yes,2,4_to_6_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,10_or_more_times_per_month,10_or_more_times_per_month,,,indoor_brightlight,2040,every_day,,39,male,private_vehicle,desktop_keyboard,10.0,32.0,14.0,,38.0,34.0,,,,,33.0,19.0,54.0,,29.0,11.0,,17.0,,,70.0,,56.0,,13.0,,,,,0.0,42.0,,,,19.0,,,,31.0,,29.0,45.0,,,,,,,21.0,,,58.0,,,,31.0,33.0,1.0,31.0,,,,,12.0,,0.0,,,,40.0,5.0,,,33.0,,,,,7.0,12.0,21.0,10.0,,,,,24.0,,55.0,34.0,,9.0,34.0,,48.0,,,,31.0,31.0,,0.0,,,,17.0,1.0,11.0,,31.0,43.0,,,39.0,40.0,24.0,,39.0,30.0,,,,,,36.0,,5.0,44.0,19.0,,,72.0,,,8.0,25.0,23.0,15.0,,,23.0,9.0,,12.0,15.0,1.0,36.0,,,28.0,,33.0,44.0,26.0,,,,29.0,,21.0,,,10.0,,,,55.0,,36.0,,11.0,4.0,12.0,,,2.0,30.0,,,23.0,,,,0.0,33.0,,26.0,10.0,23.0,57.0,31.0,30.0,,,,49.0,,29.0,54.0,37.0,,,59.0,20.0,,,35.0,,,
U71606176811770DF92559B,15001__20000_km_9322__12427_mi,19.0,yes,1,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2050,once_a_month_to_once_a_week,engineers to build,45,male,private_vehicle,tablet_keyboard,24.0,,29.0,,68.0,,,20.0,,,,62.0,,,29.0,30.0,,60.0,62.0,28.0,,,,,34.0,,,,68.0,64.0,,,,,61.0,,24.0,,21.0,16.0,67.0,,,31.0,30.0,,,,,,64.0,30.0,,,,,,,,,38.0,,91.0,,,19.0,,36.0,,64.0,,,37.0,31.0,,25.0,29.0,65.0,,,22.0,,32.0,,,,38.0,,,21.0,,21.0,71.0,32.0,23.0,,,,34.0,63.0,,59.0,,33.0,,32.0,,64.0,,,28.0,,72.0,34.0,,30.0,60.0,,22.0,,31.0,61.0,,,64.0,33.0,,,,,61.0,,29.0,,,69.0,,,,64.0,62.0,31.0,28.0,,63.0,27.0,32.0,,,30.0,31.0,32.0,67.0,24.0,64.0,31.0,31.0,32.0,,,35.0,,63.0,30.0,39.0,34.0,60.0,,,,35.0,31.0,,,29.0,,35.0,31.0,18.0,,,37.0,32.0,28.0,,,,,,,26.0,,36.0,,,,,24.0,65.0,34.0,35.0,,35.0,65.0,28.0,,,40.0,,
U71606175841329DF53039B,1__1000_km_1__621_mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_dark,EN 2050,once_a_month_to_once_a_week,PLACE ONLY STREETS AND AVENUES FOR CARS,64,male,public_transportation,laptop_keyboard,0.0,18.0,,100.0,39.0,,1.0,0.0,,0.0,,,,78.0,,20.0,41.0,0.0,20.0,,,0.0,,,,0.0,0.0,13.0,60.0,,26.0,,,,,20.0,,,,0.0,81.0,,,,0.0,,9.0,,,,,,,,,,16.0,,11.0,,0.0,10.0,,,,,19.0,,0.0,,,100.0,61.0,60.0,41.0,60.0,,41.0,,,,,11.0,0.0,100.0,0.0,,0.0,19.0,0.0,0.0,11.0,,18.0,14.0,18.0,,,,,,,12.0,,19.0,,0.0,100.0,100.0,,16.0,21.0,,,15.0,,,0.0,,0.0,,,,,19.0,,0.0,,,0.0,0.0,100.0,,0.0,,,,,,,0.0,19.0,40.0,18.0,,,,0.0,,,10.0,0.0,21.0,,,,20.0,17.0,19.0,,,,,,,18.0,,20.0,,100.0,,,,80.0,20.0,,5.0,9.0,,10.0,21.0,0.0,,0.0,,,11.0,1.0,0.0,,20.0,19.0,,38.0,100.0,,8.0,81.0,20.0,,59.0,19.0,20.0,29.0,19.0,,,,,
U71606176051419DF32289B,1__1000_km_1__621_mi,25.0,yes,0,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2050,once_a_month_to_once_a_week,long range approach sensors,32,male,public_transportation,desktop_keyboard,,0.0,,,,0.0,,,0.0,0.0,,19.0,0.0,,0.0,0.0,0.0,19.0,0.0,20.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,0.0,0.0,39.0,19.0,,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,,,,,0.0,,,0.0,,20.0,,,,0.0,19.0,,,,0.0,19.0,,,20.0,,,,0.0,0.0,19.0,39.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,19.0,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,
U71606177106900DF55329B,5001__15000_km_3108__9321_mi,20.0,yes,1,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,,,indoor_brightlight,2023,every_day,I have no suggestions. I think that is enough. Thanks.,24,female,motorcycle,desktop_keyboard,30.0,19.0,12.0,,40.0,,,,40.0,,0.0,,,20.0,,,,,,1.0,40.0,,,,0.0,0.0,1.0,,0.0,19.0,,0.0,,,,,,11.0,,,60.0,,,,,,,,,0.0,0.0,,,10.0,20.0,,10.0,,10.0,20.0,0.0,0.0,3.0,19.0,0.0,0.0,,50.0,1.0,,,0.0,,17.0,11.0,23.0,,,,0.0,9.0,1.0,,,,,,0.0,,,12.0,11.0,,4.0,0.0,,11.0,,,,,10.0,19.0,,0.0,,0.0,60.0,19.0,10.0,,,,,19.0,0.0,9.0,0.0,1.0,0.0,,60.0,,1.0,,,7.0,0.0,,,20.0,,,,0.0,9.0,,,,10.0,11.0,,8.0,9.0,,,0.0,0.0,60.0,,10.0,,10.0,,,,1.0,,9.0,,0.0,,,11.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,,,,,10.0,,,,,,,,,1.0,,,1.0,0.0,39.0,,9.0,1.0,12.0,,0.0,,,,,20.0,9.0,,,0.0,20.0,,9.0,,10.0
U71606176230912DF81699B,1001__5000_km_622__3107_mi,20.0,yes,0,10_or_more_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,10_or_more_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2050,every_day,none,58,male,private_vehicle,desktop_keyboard,,,,,,,,59.0,,,,19.0,,0.0,19.0,60.0,,,19.0,19.0,,,19.0,,80.0,,20.0,20.0,,,0.0,20.0,,,,19.0,19.0,0.0,,,19.0,,,,40.0,,80.0,0.0,0.0,60.0,,,60.0,,,,40.0,0.0,,19.0,,100.0,,40.0,,,,,20.0,19.0,0.0,,19.0,19.0,0.0,,80.0,,80.0,40.0,,20.0,80.0,39.0,0.0,,,0.0,0.0,,,,19.0,40.0,20.0,,,19.0,0.0,0.0,,,,80.0,,,80.0,,,,,19.0,,39.0,,80.0,0.0,20.0,0.0,,,,60.0,,0.0,0.0,0.0,,,80.0,,0.0,19.0,0.0,80.0,,0.0,,,,0.0,19.0,20.0,19.0,39.0,,39.0,,,,,,,,19.0,,60.0,0.0,,,60.0,0.0,20.0,,,,,0.0,,,20.0,,0.0,,40.0,0.0,,,80.0,,,,0.0,80.0,,,,,80.0,0.0,20.0,19.0,,,39.0,19.0,19.0,20.0,0.0,,19.0,,59.0,,20.0,,,,,20.0
U71606175822959DF92729B,1__1000_km_1__621_mi,21.0,yes,0,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,,,indoor_dark,2025,4_to_6_days_a_week,,23,male,walkingcycling,laptop_keyboard,,,2.0,80.0,80.0,,,88.0,,,20.0,,40.0,60.0,,0.0,,,,,,,,,0.0,19.0,,15.0,60.0,0.0,4.0,39.0,,,0.0,,0.0,82.0,,,,1.0,,,0.0,,,,,40.0,60.0,,,,20.0,,19.0,,19.0,20.0,3.0,,,,,60.0,40.0,59.0,,19.0,,40.0,80.0,60.0,,,,60.0,0.0,,0.0,,1.0,19.0,,0.0,0.0,80.0,,,,60.0,19.0,,,,,100.0,,0.0,,,,,,61.0,,,,40.0,3.0,,60.0,,19.0,,80.0,4.0,,0.0,,60.0,5.0,,60.0,0.0,0.0,19.0,,0.0,,20.0,,,1.0,19.0,,,19.0,,1.0,,,,0.0,,,0.0,43.0,,20.0,,,,2.0,0.0,1.0,,0.0,,,0.0,60.0,,,61.0,,0.0,,61.0,60.0,,0.0,,40.0,,,,0.0,19.0,,0.0,,0.0,,40.0,,,,18.0,,0.0,,59.0,,4.0,,60.0,64.0,2.0,,60.0,,40.0,18.0,,19.0,,20.0,41.0
U71606177036283DF21549B,50001__100000_km_31070__62137_mi,23.0,yes,1,1_to_3_times_per_month,4_to_6_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2030,every_day,Placing flying drones that allow monitoring the area through which the car is moving and thus avoid accidents,26,male,private_vehicle,desktop_keyboard,0.0,10.0,11.0,,,,10.0,,,8.0,9.0,,21.0,,8.0,2.0,,,8.0,39.0,,18.0,,0.0,0.0,0.0,12.0,4.0,,,,9.0,,,,,,,,,21.0,19.0,,,8.0,,14.0,,,10.0,14.0,31.0,,,9.0,,7.0,,,,,,,,6.0,,,8.0,7.0,32.0,,78.0,,,,,0.0,12.0,,9.0,,8.0,10.0,,78.0,,,11.0,,39.0,0.0,10.0,,,,18.0,,20.0,8.0,12.0,,,,0.0,10.0,,0.0,5.0,,10.0,60.0,,,9.0,9.0,10.0,,11.0,,,19.0,,30.0,,18.0,9.0,0.0,,10.0,,9.0,,0.0,0.0,0.0,21.0,,7.0,,9.0,,9.0,,,7.0,,1.0,,,17.0,10.0,,,,,,,,,,,0.0,,19.0,,19.0,8.0,10.0,14.0,7.0,0.0,5.0,4.0,9.0,,0.0,10.0,8.0,0.0,,10.0,,,0.0,,,59.0,,40.0,3.0,7.0,,8.0,,,,,,,,9.0,,20.0,,,,,8.0,9.0,
U71606176562758DF3819B,1__1000_km_1__621_mi,20.0,yes,0,1_to_3_times_per_month,0_times_per_month,4_to_6_times_per_month,4_to_6_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,,,indoor_brightlight,2040,less_than_once_a_month,Assemble automatic vehicles for all ages,44,male,walkingcycling,desktop_keyboard,,,87.0,,99.0,,,,,1.0,,88.0,,65.0,,,,0.0,,,99.0,41.0,,,,,0.0,14.0,78.0,81.0,65.0,,,,,,5.0,,22.0,0.0,,,43.0,,,,,84.0,0.0,2.0,,,2.0,23.0,88.0,,,20.0,1.0,,,0.0,92.0,,31.0,,,37.0,1.0,1.0,7.0,4.0,,,,76.0,100.0,,89.0,,,0.0,70.0,,,,100.0,39.0,,,,100.0,,,8.0,72.0,,,42.0,,,100.0,43.0,,,82.0,,,,,2.0,,,,,80.0,99.0,1.0,,45.0,52.0,100.0,,32.0,,,,,61.0,,87.0,,100.0,,81.0,,,,2.0,41.0,,86.0,98.0,92.0,,,,,,85.0,86.0,16.0,82.0,,,99.0,,84.0,43.0,,84.0,,100.0,,32.0,29.0,,12.0,,80.0,,0.0,,72.0,,84.0,35.0,36.0,,,,41.0,99.0,18.0,,82.0,47.0,,43.0,,23.0,18.0,71.0,67.0,79.0,42.0,1.0,99.0,82.0,,48.0,,10.0,,,,,,,32.0
U71606176343768DF45909B,25001__35000_km_15535__21748_mi,24.0,yes,1,0_times_per_month,0_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_dimlight,2030,4_to_6_days_a_week,"Technology is advancing very fast, each time we are closer to the fact that man no longer has to make the greatest effort to execute a thing, thanks to human intelligence. They are on the right path.",25,male,public_transportation,desktop_keyboard,40.0,,50.0,51.0,,76.0,69.0,69.0,30.0,60.0,55.0,,,73.0,67.0,72.0,,,71.0,,,,71.0,72.0,63.0,70.0,,71.0,61.0,,98.0,,42.0,,76.0,36.0,53.0,,,,79.0,,,,,,27.0,,,32.0,,,,,,37.0,66.0,,,,,,58.0,80.0,100.0,,,,,33.0,,,75.0,,,,,,59.0,71.0,66.0,65.0,,34.0,89.0,,32.0,,,19.0,,43.0,,70.0,,64.0,,,,,,,,,,,77.0,43.0,,,51.0,74.0,,72.0,,,67.0,,,,76.0,67.0,,,,,,,45.0,,71.0,,,,83.0,,,,,82.0,,,,,100.0,27.0,25.0,,,81.0,,,36.0,64.0,71.0,72.0,58.0,26.0,79.0,,69.0,50.0,,69.0,,13.0,29.0,100.0,,60.0,17.0,,,77.0,,,68.0,,,66.0,,,,,,,,66.0,,60.0,29.0,94.0,74.0,,70.0,100.0,,78.0,,62.0,36.0,,,42.0,,,72.0,,,74.0
U71606177461779DF57669B,50001__100000_km_31070__62137_mi,22.0,yes,1,1_to_3_times_per_month,0_times_per_month,4_to_6_times_per_month,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,4_to_6_times_per_month,,,indoor_brightlight,2060,every_day,that could help engineers to build safe,55,male,private_vehicle,laptop_keyboard,,,37.0,,,,,9.0,32.0,,,,,31.0,28.0,,,19.0,,,,,40.0,,,26.0,,31.0,,28.0,39.0,42.0,32.0,,,,,23.0,,36.0,,32.0,32.0,,29.0,,,,,,30.0,,,32.0,27.0,32.0,44.0,,26.0,59.0,29.0,12.0,92.0,28.0,,35.0,29.0,,29.0,,23.0,61.0,73.0,,59.0,,,33.0,28.0,30.0,,,,39.0,71.0,,27.0,34.0,59.0,,,60.0,,35.0,,,,33.0,,39.0,,,,,,23.0,33.0,,59.0,33.0,,58.0,,,32.0,,43.0,,,27.0,57.0,,28.0,,27.0,39.0,26.0,,,,,,,,40.0,36.0,,27.0,,33.0,31.0,,,34.0,36.0,32.0,33.0,32.0,70.0,,,,68.0,,37.0,,,26.0,41.0,,,,,39.0,,,,55.0,22.0,,,32.0,,13.0,35.0,,,27.0,26.0,,56.0,31.0,,34.0,35.0,,27.0,,65.0,59.0,,,,38.0,,,,41.0,58.0,,,33.0,,,34.0,,30.0,26.0,32.0,
U71606175459982DF67859B,5001__15000_km_3108__9321_mi,16.0,yes,0,0_times_per_month,1_to_3_times_per_month,1_to_3_times_per_month,0_times_per_month,0_times_per_month,1_to_3_times_per_month,0_times_per_month,,,indoor_brightlight,2300,4_to_6_days_a_week,I don't know. they scare me,42,female,private_vehicle,laptop_keyboard,,,3.0,,,,96.0,81.0,85.0,,2.0,29.0,,,,,,79.0,,43.0,,,,,,,13.0,19.0,3.0,0.0,21.0,,5.0,52.0,,,62.0,,6.0,43.0,,,,33.0,0.0,19.0,34.0,1.0,,64.0,,97.0,,,,,,0.0,34.0,,16.0,65.0,98.0,,40.0,,81.0,,,,1.0,35.0,12.0,,8.0,,11.0,9.0,9.0,,,24.0,22.0,58.0,58.0,,,,93.0,,1.0,,,75.0,79.0,4.0,93.0,,,23.0,,10.0,,11.0,24.0,,,7.0,43.0,,,,,78.0,,30.0,,82.0,,15.0,,,,,3.0,12.0,1.0,,,,,63.0,,94.0,,70.0,,,,,12.0,,11.0,,,,86.0,,,,90.0,,,,77.0,45.0,,16.0,0.0,23.0,,,22.0,,,,90.0,,99.0,,71.0,84.0,,8.0,,2.0,28.0,18.0,,29.0,1.0,,,17.0,34.0,,91.0,,,,,0.0,,,100.0,30.0,47.0,,,,6.0,26.0,92.0,35.0,48.0,4.0,,2.0,,13.0
